pupil_id,attendance_date,attendance_status,date_recorded,session_json
P006,2025-01-09,Authorised Absence,2025-01-09,
P006,2025-01-10,Present,2025-01-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-13,Present,2025-01-13,
P006,2025-01-14,Present,14/01/2025,
P006,2025-01-15,Present,15/01/2025,
P006,2025-01-16,Present,2025-01-16,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-17,P,2025-01-17,
P006,2025-01-20,Present,20/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-21,Present,21/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-22,Present,22/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-23,Present,01-23-2025,
P006,2025-01-24,Present,2025-01-24,
P006,2025-01-27,Authorised Absence,2025-01-27,
P006,2025-01-28,Present,2025-01-28,
P006,2025-01-29,Illness,2025-01-29,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-01-30,Present,2025-01-30,
P006,2025-01-31,Present,01-31-2025,
P006,2025-02-03,Present,2025-02-03,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-02-04,P,2025-02-04,
P006,2025-02-05,Present,2025-02-05,
P006,2025-02-06,Present,2025-02-06,
P006,2025-02-07,,2025-02-07,
P006,2025-02-10,I,2025-02-10,
P006,2025-02-11,Present,2025-02-11,
P006,2025-02-12,I,2025-02-12,
P006,2025-02-13,Present,2025-02-13,
P006,2025-02-14,Present,2025-02-14,
P006,2025-02-24,Present,2025-02-24,
P006,2025-02-25,Present,2025-02-25,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-02-26,Present,2025-02-26,
P006,2025-02-27,Present,27/02/2025,
P006,2025-02-28,N/A,2025-02-28,
P006,2025-03-03,Present,2025-03-03,
P006,2025-03-04,Present,03-04-2025,
P006,2025-03-05,Present,03-05-2025,
P006,2025-03-06,Present,2025-03-06,
P006,2025-03-07,Present,2025-03-07,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-03-10,Present,2025-03-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-03-11,Present,03-11-2025,
P006,2025-03-12,Present,12/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P006,2025-03-13,ill,2025-03-13,
P006,2025-03-14,P,14/03/2025,
P006,2025-03-17,Present,2025-03-17,
P006,2025-03-18,Present,03-18-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-03-19,ill,2025-03-19,
P006,2025-03-20,Present,2025-03-20,
P006,2025-03-21,Present,21/03/2025,
P006,2025-03-24,I,2025-03-24,
P006,2025-03-25,Present,2025-03-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P006,2025-03-26,Present,2025-03-26,
P006,2025-03-27,Present,2025-03-27,
P006,2025-03-28,Present,2025-03-28,
P007,2024-09-02,present,2024-09-02,
P007,2024-09-03,Present,2024-09-03,
P007,2024-09-04,Present,2024-09-04,
P007,2024-09-05,Present,2024-09-05,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-09-06,Present,06/09/2024,
P007,2024-09-09,Present,2024-09-09,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-09-10,Present,2024-09-10,
P007,2024-09-11,present,2024-09-11,
P007,2024-09-12,present,2024-09-12,
P007,2024-09-13,,2024-09-13,
P007,2024-09-16,Present,2024-09-16,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-09-17,Unauthorised,2024-09-17,
P007,2024-09-18,Present,2024-09-18,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-09-19,Present,2024-09-19,
P007,2024-09-20,Present,20/09/2024,
P007,2024-09-23,Present,2024-09-23,
P007,2024-09-24,P,2024-09-24,
P007,2024-09-25,Authorised Absence,2024-09-25,
P007,2024-09-26,Present,2024-09-26,
P007,2024-09-27,P,09-27-2024,
P007,2024-09-30,Present,2024-09-30,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-10-01,Present,2024-10-01,
P007,2024-10-02,Authorised Absence,02/10/2024,
P007,2024-10-03,Illness,2024-10-03,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-10-04,Present,2024-10-04,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-10-07,Authorised Absence,2024-10-07,
P007,2024-10-08,Unauthorised,2024-10-08,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-10-09,Present,09/10/2024,
P007,2024-10-10,Present,2024-10-10,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-10-11,Present,2024-10-11,
P007,2024-10-14,,2024-10-14,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-10-15,Present,2024-10-15,
P007,2024-10-16,Present,2024-10-16,
P007,2024-10-17,Present,2024-10-17,
P007,2024-10-18,Present,2024-10-18,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-10-21,Present,2024-10-21,
P007,2024-10-22,Present,22/10/2024,
P007,2024-10-23,Present,2024-10-23,
P007,2024-10-24,Present,2024-10-24,
P007,2024-10-25,Present,25/10/2024,
P007,2024-11-04,Present,2024-11-04,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-11-05,Present,05/11/2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-11-06,N/A,2024-11-06,
P007,2024-11-07,Present,2024-11-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-11-08,present,2024-11-08,
P007,2024-11-11,Present,2024-11-11,
P007,2024-11-12,Authorised Absence,2024-11-12,
P007,2024-11-13,Present,2024-11-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-11-14,Present,2024-11-14,
P007,2024-11-15,Present,15/11/2024,
P007,2024-11-18,Present,2024-11-18,
P007,2024-11-19,Present,11-19-2024,
P007,2024-11-20,Present,11-20-2024,
P007,2024-11-21,Illness,2024-11-21,
P007,2024-11-22,Present,2024-11-22,
P007,2024-11-25,Present,2024-11-25,
P007,2024-11-26,Present,26/11/2024,
P007,2024-11-27,Present,2024-11-27,
P007,2024-11-28,Present,11-28-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-11-29,Present,2024-11-29,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-12-02,ill,2024-12-02,
P007,2024-12-03,Present,03/12/2024,
P007,2024-12-04,Present,2024-12-04,
P007,2024-12-05,Present,12-05-2024,
P007,2024-12-06,Present,06/12/2024,
P007,2024-12-09,Present,09/12/2024,
P007,2024-12-10,Present,10/12/2024,
P007,2024-12-11,Present,2024-12-11,
P007,2024-12-12,Present,2024-12-12,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-12-13,Present,2024-12-13,
P007,2024-12-16,Present,2024-12-16,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2024-12-17,Present,12-17-2024,
P007,2024-12-18,,2024-12-18,
P007,2024-12-19,Present,2024-12-19,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P007,2024-12-20,Present,2024-12-20,
P007,2025-01-06,Present,2025-01-06,
P007,2025-01-07,Authorised Absence,2025-01-07,
P007,2025-01-08,I,2025-01-08,
P007,2025-01-09,I,09/01/2025,
P007,2025-01-10,Present,2025-01-10,
P007,2025-01-13,Present,2025-01-13,
P007,2025-01-14,Present,2025-01-14,
P007,2025-01-15,Present,2025-01-15,
P007,2025-01-16,Present,2025-01-16,
P007,2025-01-17,Present,2025-01-17,
P007,2025-01-20,Present,2025-01-20,
P007,2025-01-21,Present,2025-01-21,
P007,2025-01-22,Present,22/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-01-23,Authorised Absence,2025-01-23,
P007,2025-01-24,Present,01-24-2025,
P007,2025-01-27,Present,2025-01-27,
P007,2025-01-28,Present,2025-01-28,
P007,2025-01-29,Present,29/01/2025,
P007,2025-01-30,Present,30/01/2025,
P007,2025-01-31,Present,2025-01-31,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-02-03,Present,2025-02-03,
P007,2025-02-04,Present,2025-02-04,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P007,2025-02-05,Present,2025-02-05,
P007,2025-02-06,Present,06/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P007,2025-02-07,Present,2025-02-07,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P007,2025-02-10,Present,2025-02-10,
P007,2025-02-11,Present,2025-02-11,
P007,2025-02-12,Present,2025-02-12,
P007,2025-02-13,Present,2025-02-13,
P007,2025-02-14,Present,2025-02-14,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-02-24,Present,2025-02-24,
P007,2025-02-25,Unauthorised,25/02/2025,
P007,2025-02-26,Present,2025-02-26,
P007,2025-02-27,Present,2025-02-27,
P007,2025-02-28,Present,28/02/2025,
P007,2025-03-03,Present,03-03-2025,
P007,2025-03-04,Illness,04/03/2025,
P007,2025-03-05,Present,2025-03-05,
P007,2025-03-06,Present,2025-03-06,
P007,2025-03-07,Present,03-07-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-03-10,Present,2025-03-10,
P007,2025-03-11,Present,2025-03-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-03-12,Present,2025-03-12,
P007,2025-03-13,I,2025-03-13,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-03-14,Present,2025-03-14,
P007,2025-03-17,Present,2025-03-17,
P007,2025-03-18,Authorised Absence,18/03/2025,
P007,2025-03-19,present,2025-03-19,
P007,2025-03-20,Present,2025-03-20,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-03-21,Present,2025-03-21,
P007,2025-03-24,I,2025-03-24,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-03-25,I,2025-03-25,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-03-26,present,2025-03-26,
P007,2025-03-27,Present,2025-03-27,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P007,2025-03-28,Present,2025-03-28,
P008,2024-09-02,Present,2024-09-02,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P008,2024-09-03,Present,2024-09-03,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-09-04,Present,09-04-2024,
P008,2024-09-05,Present,2024-09-05,
P008,2024-09-06,Present,2024-09-06,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-09-09,Present,2024-09-09,
P008,2024-09-10,,2024-09-10,
P008,2024-09-11,Present,2024-09-11,
P008,2024-09-12,N/A,2024-09-12,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-09-13,I,2024-09-13,
P008,2024-09-16,Present,16/09/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-09-17,Authorised Absence,2024-09-17,
P008,2024-09-18,Present,2024-09-18,
P008,2024-09-19,Present,2024-09-19,
P008,2024-09-20,Present,2024-09-20,
P008,2024-09-23,Present,2024-09-23,
P008,2024-09-24,Present,09-24-2024,
P008,2024-09-25,Present,2024-09-25,
P008,2024-09-26,P,2024-09-26,
P008,2024-09-27,Present,27/09/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-09-30,Authorised Absence,30/09/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-10-01,Present,2024-10-01,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-10-02,Present,2024-10-02,
P008,2024-10-03,Present,2024-10-03,
P008,2024-10-04,Present,2024-10-04,
P008,2024-10-07,Present,2024-10-07,
P008,2024-10-08,Present,08/10/2024,
P008,2024-10-09,Present,09/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-10-10,Present,10-10-2024,
P008,2024-10-11,I,2024-10-11,
P008,2024-10-14,Present,2024-10-14,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-10-15,Present,2024-10-15,
P008,2024-10-16,Present,10-16-2024,
P008,2024-10-17,Present,2024-10-17,
P008,2024-10-18,Present,2024-10-18,
P008,2024-10-21,Present,2024-10-21,
P008,2024-10-22,Present,22/10/2024,
P008,2024-10-23,Present,2024-10-23,
P008,2024-10-24,Present,2024-10-24,
P008,2024-10-25,Present,10-25-2024,
P008,2024-11-04,Authorised Absence,2024-11-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-11-05,P,2024-11-05,
P008,2024-11-06,N/A,2024-11-06,
P008,2024-11-07,,2024-11-07,
P008,2024-11-08,Present,2024-11-08,
P008,2024-11-11,Present,11-11-2024,
P008,2024-11-12,Present,2024-11-12,
P008,2024-11-13,U,2024-11-13,
P008,2024-11-14,Present,2024-11-14,
P008,2024-11-15,Present,2024-11-15,
P008,2024-11-18,Present,18/11/2024,
P008,2024-11-19,Present,19/11/2024,
P008,2024-11-20,Present,2024-11-20,
P008,2024-11-21,Present,2024-11-21,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-11-22,Present,2024-11-22,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-11-25,Present,25/11/2024,
P008,2024-11-26,Present,2024-11-26,
P008,2024-11-27,Present,2024-11-27,
P008,2024-11-28,Present,2024-11-28,
P008,2024-11-29,Present,11-29-2024,
P008,2024-12-02,Present,02/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-12-03,Present,2024-12-03,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-12-04,Present,04/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-12-05,Present,05/12/2024,
P008,2024-12-06,Authorised Absence,2024-12-06,
P008,2024-12-09,Present,2024-12-09,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P008,2024-12-10,P,10/12/2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-12-11,P,2024-12-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-12-12,Present,2024-12-12,
P008,2024-12-13,Present,2024-12-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2024-12-16,Present,16/12/2024,
P008,2024-12-17,present,2024-12-17,
P008,2024-12-18,Present,2024-12-18,
P008,2024-12-19,I,2024-12-19,
P008,2024-12-20,Authorised Absence,12-20-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-06,Present,2025-01-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-07,Present,01-07-2025,
P008,2025-01-08,Present,08/01/2025,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P008,2025-01-09,Present,2025-01-09,
P008,2025-01-10,Authorised Absence,2025-01-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-13,Present,2025-01-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-14,,14/01/2025,
P008,2025-01-15,Present,2025-01-15,
P008,2025-01-16,Authorised Absence,2025-01-16,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-17,Present,17/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-20,Present,20/01/2025,
P008,2025-01-21,Authorised Absence,2025-01-21,
P008,2025-01-22,Present,2025-01-22,
P008,2025-01-23,present,23/01/2025,
P008,2025-01-24,Present,2025-01-24,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-27,Present,2025-01-27,
P008,2025-01-28,Authorised Absence,2025-01-28,
P008,2025-01-29,Present,29/01/2025,
P008,2025-01-30,present,2025-01-30,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-01-31,Present,31/01/2025,
P008,2025-02-03,P,02-03-2025,
P008,2025-02-04,Present,2025-02-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-02-05,Present,2025-02-05,
P008,2025-02-06,Present,2025-02-06,
P008,2025-02-07,Present,02-07-2025,
P008,2025-02-10,Present,2025-02-10,
P008,2025-02-11,Present,11/02/2025,
P008,2025-02-12,Present,02-12-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-02-13,Present,2025-02-13,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-02-14,Present,2025-02-14,
P008,2025-02-24,U,2025-02-24,
P008,2025-02-25,Present,2025-02-25,
P008,2025-02-26,Present,2025-02-26,
P008,2025-02-27,Present,2025-02-27,
P008,2025-02-28,Present,28/02/2025,
P008,2025-03-03,P,03-03-2025,
P008,2025-03-04,present,2025-03-04,
P008,2025-03-05,Present,2025-03-05,
P008,2025-03-06,Present,2025-03-06,
P008,2025-03-07,present,2025-03-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-10,Present,2025-03-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-11,Present,2025-03-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-12,Present,12/03/2025,
P008,2025-03-13,Present,2025-03-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-14,present,2025-03-14,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-17,Present,03-17-2025,
P008,2025-03-18,Present,2025-03-18,
P008,2025-03-19,Present,03-19-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-20,,2025-03-20,
P008,2025-03-21,Present,2025-03-21,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P008,2025-03-24,Present,2025-03-24,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-25,present,25/03/2025,
P008,2025-03-26,Present,2025-03-26,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-27,Present,2025-03-27,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P008,2025-03-28,Present,2025-03-28,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P009,2024-09-02,Present,02/09/2024,
P009,2024-09-03,Present,2024-09-03,
P009,2024-09-04,Present,2024-09-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-09-05,Present,09-05-2024,
P009,2024-09-06,Present,2024-09-06,
P009,2024-09-09,Present,2024-09-09,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-09-10,Authorised Absence,10/09/2024,
P009,2024-09-11,present,2024-09-11,
P009,2024-09-12,Present,2024-09-12,
P009,2024-09-13,Present,2024-09-13,
P009,2024-09-16,Present,2024-09-16,
P009,2024-09-17,Present,2024-09-17,
P009,2024-09-18,Present,2024-09-18,
P009,2024-09-19,Present,2024-09-19,
P009,2024-09-20,Present,20/09/2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-09-23,Unauthorised,2024-09-23,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-09-24,Present,2024-09-24,
P009,2024-09-25,Present,2024-09-25,
P009,2024-09-26,Present,26/09/2024,
P009,2024-09-27,Present,2024-09-27,
P009,2024-09-30,,2024-09-30,
P009,2024-10-01,Unauthorised,2024-10-01,
P009,2024-10-02,Present,2024-10-02,
P009,2024-10-03,Present,2024-10-03,
P009,2024-10-04,N/A,2024-10-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-10-07,Illness,2024-10-07,
P009,2024-10-08,I,2024-10-08,
P009,2024-10-09,Present,2024-10-09,
P009,2024-10-10,Present,10/10/2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P009,2024-10-11,P,11/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-10-14,Present,2024-10-14,
P009,2024-10-15,Present,10-15-2024,
P009,2024-10-16,Present,2024-10-16,
P009,2024-10-17,Present,2024-10-17,
P009,2024-10-18,Illness,2024-10-18,
P009,2024-10-21,Present,2024-10-21,
P009,2024-10-22,present,2024-10-22,
P009,2024-10-23,Present,2024-10-23,
P009,2024-10-24,Present,10-24-2024,
P009,2024-10-25,U,2024-10-25,
P009,2024-11-04,Present,04/11/2024,
P009,2024-11-05,Present,2024-11-05,
P009,2024-11-06,Present,2024-11-06,
P009,2024-11-07,Present,07/11/2024,
P009,2024-11-08,Present,2024-11-08,
P009,2024-11-11,Present,11/11/2024,
P009,2024-11-12,Authorised Absence,2024-11-12,
P009,2024-11-13,present,2024-11-13,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-11-14,Present,2024-11-14,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P009,2024-11-15,Illness,2024-11-15,
P009,2024-11-18,Present,11-18-2024,
P009,2024-11-19,Present,19/11/2024,
P009,2024-11-20,Present,20/11/2024,
P009,2024-11-21,Present,11-21-2024,
P009,2024-11-22,present,2024-11-22,
P009,2024-11-25,Present,2024-11-25,
P009,2024-11-26,ill,2024-11-26,
P009,2024-11-27,Present,2024-11-27,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-11-28,Present,2024-11-28,
P009,2024-11-29,Present,2024-11-29,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-12-02,Present,2024-12-02,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-12-03,Present,2024-12-03,
P009,2024-12-04,Present,2024-12-04,
P009,2024-12-05,Present,2024-12-05,
P009,2024-12-06,Present,2024-12-06,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P009,2024-12-09,Present,2024-12-09,
P009,2024-12-10,Illness,10/12/2024,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P009,2024-12-11,Present,2024-12-11,
P009,2024-12-12,Present,2024-12-12,
P009,2024-12-13,P,2024-12-13,
P009,2024-12-16,Present,2024-12-16,
P009,2024-12-17,Present,2024-12-17,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2024-12-18,Present,2024-12-18,
P009,2024-12-19,,19/12/2024,
P009,2024-12-20,Present,20/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-01-06,P,06/01/2025,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P009,2025-01-07,Present,2025-01-07,
P009,2025-01-08,Present,08/01/2025,
P009,2025-01-09,Present,09/01/2025,
P009,2025-01-10,Present,10/01/2025,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-01-13,Present,2025-01-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P009,2025-01-14,Present,2025-01-14,
P009,2025-01-15,Present,2025-01-15,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-01-16,Present,16/01/2025,
P009,2025-01-17,Present,17/01/2025,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": true}"
P009,2025-01-20,Illness,2025-01-20,
P009,2025-01-21,U,01-21-2025,
P009,2025-01-22,Present,2025-01-22,
P009,2025-01-23,Present,23/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-01-24,Present,2025-01-24,
P009,2025-01-27,Present,2025-01-27,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-01-28,present,2025-01-28,
P009,2025-01-29,Present,2025-01-29,
P009,2025-01-30,Present,2025-01-30,
P009,2025-01-31,Present,2025-01-31,
P009,2025-02-03,Present,2025-02-03,
P009,2025-02-04,Present,02-04-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-02-05,Present,2025-02-05,
P009,2025-02-06,Illness,2025-02-06,
P009,2025-02-07,U,2025-02-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P009,2025-02-10,Present,2025-02-10,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-02-11,Present,2025-02-11,
P009,2025-02-12,,2025-02-12,
P009,2025-02-13,Present,2025-02-13,
P009,2025-02-14,Illness,2025-02-14,
P009,2025-02-24,Present,2025-02-24,
P009,2025-02-25,Present,2025-02-25,
P009,2025-02-26,Present,2025-02-26,
P009,2025-02-27,Present,2025-02-27,
P009,2025-02-28,Present,02-28-2025,
P009,2025-03-03,Present,2025-03-03,
P009,2025-03-04,Present,2025-03-04,
P009,2025-03-05,Present,05/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-03-06,Present,2025-03-06,
P009,2025-03-07,Present,2025-03-07,
P009,2025-03-10,Present,10/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-03-11,Present,2025-03-11,
P009,2025-03-12,Present,03-12-2025,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P009,2025-03-13,Present,2025-03-13,
P009,2025-03-14,Present,14/03/2025,
P009,2025-03-17,Present,2025-03-17,
P009,2025-03-18,Present,2025-03-18,
P009,2025-03-19,Present,2025-03-19,
P009,2025-03-20,P,20/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-03-21,present,03-21-2025,
P009,2025-03-24,I,24/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P009,2025-03-25,Present,2025-03-25,
P009,2025-03-26,ill,2025-03-26,
P009,2025-03-27,Present,2025-03-27,
P009,2025-03-28,Present,2025-03-28,
P010,2024-09-02,Present,02/09/2024,
P010,2024-09-03,Present,2024-09-03,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P010,2024-09-04,Present,2024-09-04,
P010,2024-09-05,Present,05/09/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P010,2024-09-06,present,2024-09-06,
P010,2024-09-09,Present,2024-09-09,
P010,2024-09-10,Present,2024-09-10,
P010,2024-09-11,Present,2024-09-11,
P010,2024-09-12,Present,2024-09-12,
